Using format: helloTime                            , Mag X               , Mag Y               , Mag Z               , Gyro X              , Gyro Y              , Gyro Z              , Accel X             , Accel Y             , Accel Z             
                   1530072015.22,                63.25,              -21.375,              10.5625, -0.001111111111111111, 0.001111111111111111, 0.002222222222222222,                -2.88,                 9.19,                -1.64
                   1530072015.23,                63.25,              -21.375,              10.5625, -0.001111111111111111,                  0.0, -0.001111111111111111,                 -2.9,                 9.18,                -1.76
                   1530072015.24,                63.25,              -21.375,              10.5625, 0.001111111111111111, 0.001111111111111111, 0.002222222222222222,                -2.89,                 9.19,                -1.69
                   1530072015.26,                63.25,              -21.375,              10.5625, 0.001111111111111111,                  0.0, 0.001111111111111111,                -2.89,                 9.19,                -1.64
                   1530072015.27,                64.75,               -20.25,                11.25, -0.001111111111111111, -0.001111111111111111, -0.004444444444444444,                -2.92,    9.210000000000001,                -1.63
                   1530072015.28,                64.75,               -20.25,                11.25,                  0.0, -0.003333333333333334,                  0.0,                -2.89,                 9.19,                -1.77
                    1530072015.3,                64.75,               -20.25,                11.25,                  0.0, -0.001111111111111111, -0.003333333333333334,                 -2.9,                 9.18,                -1.67
                   1530072015.31,                64.75,               -20.25,                11.25, -0.001111111111111111, -0.004444444444444444, 0.004444444444444444,                 -2.9,                 9.18,                -1.66
                   1530072015.33,                 64.0,                -21.0,              10.1875, 0.001111111111111111, -0.002222222222222222, 0.004444444444444444,                -2.88,                 9.19,                -1.75
                   1530072015.34,                 64.0,                -21.0,              10.1875, -0.002222222222222222, -0.005555555555555556,                  0.0,                -2.89,    9.199999999999999,                -1.73
                   1530072015.36,                 64.0,                -21.0,              10.1875,                  0.0, -0.004444444444444444, 0.003333333333333334,                -2.88,                 9.19,                -1.63
                   1530072015.37,              63.5625,                -21.0,              10.1875,                  0.0, -0.001111111111111111, -0.004444444444444444,                -2.89,    9.199999999999999,                -1.63
                   1530072015.39,              63.5625,                -21.0,              10.1875, 0.002222222222222222, 0.001111111111111111, -0.001111111111111111,                -2.89,                 9.18,                -1.74
                    1530072015.4,              63.5625,                -21.0,              10.1875,                  0.0,                  0.0, -0.001111111111111111,                -2.89,    9.199999999999999,                -1.66
                   1530072015.42,               64.375,               -21.75,                 9.75, -0.001111111111111111, 0.002222222222222222,                  0.0,                -2.88,    9.199999999999999,                -1.63
                   1530072015.43,               64.375,               -21.75,                 9.75, -0.001111111111111111,                  0.0, 0.001111111111111111,                -2.89,    9.199999999999999,                -1.75
                   1530072015.45,               64.375,               -21.75,                 9.75,                  0.0, 0.001111111111111111, -0.001111111111111111,                -2.88,                 9.19,                -1.67
                   1530072015.46,               64.375,                -21.0,               10.875, 0.001111111111111111, -0.002222222222222222, 0.003333333333333334,                -2.89,    9.199999999999999,                -1.62
                   1530072015.47,               64.375,                -21.0,               10.875,                  0.0, 0.003333333333333334, 0.003333333333333334,                -2.88,                 9.18,                -1.64
                   1530072015.49,               64.375,                -21.0,               10.875, 0.001111111111111111, 0.001111111111111111, 0.001111111111111111,                -2.88,    9.199999999999999,                 -1.7
                    1530072015.5,               64.375,                -21.0,               10.875, -0.002222222222222222, -0.003333333333333334, 0.001111111111111111,                -2.89,                 9.17,                -1.69
                   1530072015.51,                 64.0,              -21.375,                11.25, -0.001111111111111111, 0.001111111111111111, 0.001111111111111111,                -2.88,    9.199999999999999,                -1.65
                   1530072015.53,                 64.0,              -21.375,                11.25, 0.001111111111111111, 0.001111111111111111,                  0.0,                -2.89,                 9.17,                -1.76
                   1530072015.54,                 64.0,              -21.375,                11.25, 0.003333333333333334, -0.001111111111111111, 0.001111111111111111,                -2.88,                 9.19,                -1.73
                   1530072015.56,                 64.0,              -21.375,                11.25,                  0.0, 0.001111111111111111,                  0.0,                 -2.9,                 9.19,                -1.66
                   1530072015.57,              63.5625,              -21.375,              10.5625, 0.001111111111111111, -0.003333333333333334, 0.002222222222222222,                -2.88,                 9.18,                -1.66
                   1530072015.59,              63.5625,              -21.375,              10.5625,                  0.0, -0.001111111111111111, 0.005555555555555556,                -2.89,    9.210000000000001,                -1.74
                    1530072015.6,              63.5625,              -21.375,              10.5625, -0.001111111111111111,                  0.0, -0.001111111111111111,                 -2.9,                 9.18,                -1.67
                   1530072015.62,                 64.0,                -21.0,                11.25, 0.003333333333333334, 0.003333333333333334, 0.002222222222222222,                -2.89,    9.210000000000001,                -1.64
                   1530072015.63,                 64.0,                -21.0,                11.25, -0.001111111111111111, -0.001111111111111111, -0.002222222222222222,                -2.91,    9.199999999999999,                -1.77
                   1530072015.64,                 64.0,                -21.0,                11.25, 0.001111111111111111, 0.002222222222222222, -0.001111111111111111,                -2.88,                 9.18,                 -1.7
                   1530072015.66,                 64.0,                -21.0,                11.25, 0.002222222222222222, -0.003333333333333334, 0.003333333333333334,                -2.88,    9.210000000000001,                -1.67
                   1530072015.67,                 64.0,               -20.25,              10.5625, -0.002222222222222222, -0.001111111111111111, -0.001111111111111111,                -2.87,                 9.18,                -1.62
                   1530072015.69,                 64.0,               -20.25,              10.5625,                  0.0, -0.004444444444444444, 0.001111111111111111,                -2.89,                 9.19,                 -1.7
                    1530072015.7,                 64.0,               -20.25,              10.5625, -0.002222222222222222,                  0.0, -0.002222222222222222,                -2.89,                 9.19,                -1.67
                   1530072015.71,                 64.0,               -21.75,                 9.75, -0.002222222222222222, 0.002222222222222222, -0.001111111111111111,                 -2.9,                 9.17,                -1.66
                   1530072015.72,                 64.0,               -21.75,                 9.75, 0.001111111111111111, -0.001111111111111111, 0.004444444444444444,                -2.88,    9.199999999999999,                -1.69
                   1530072015.74,                 64.0,               -21.75,                 9.75, -0.001111111111111111, -0.001111111111111111, 0.002222222222222222,                 -2.9,    9.199999999999999,                -1.73
                   1530072015.75,                 64.0,               -21.75,                 9.75, -0.001111111111111111, 0.004444444444444444, 0.001111111111111111,                 -2.9,                 9.19,                 -1.7
                   1530072015.76,               64.375,              -21.375,                11.25, -0.001111111111111111, -0.002222222222222222, 0.002222222222222222,                -2.89,                 9.18,                -1.63
                   1530072015.77,               64.375,              -21.375,                11.25, 0.002222222222222222, -0.003333333333333334,                  0.0,                -2.89,                 9.19,                -1.66
                   1530072015.78,               64.375,              -21.375,                11.25, 0.001111111111111111,                  0.0, 0.001111111111111111,                 -2.9,                 9.18,                -1.75
                    1530072015.8,               64.375,              -21.375,                11.25, 0.001111111111111111,                  0.0, 0.001111111111111111,                -2.89,    9.199999999999999,                -1.65
                   1530072015.81,               64.375,              -21.375,                11.25, 0.001111111111111111,                  0.0,                  0.0,                -2.89,    9.199999999999999,                -1.64
                   1530072015.83,               64.375,              -21.375,              10.5625, -0.001111111111111111, 0.002222222222222222, -0.001111111111111111,                -2.89,                 9.19,                -1.76
                   1530072015.84,               64.375,              -21.375,              10.5625, -0.002222222222222222,                  0.0, 0.001111111111111111,                -2.89,                 9.18,                -1.68
                   1530072015.86,               64.375,              -21.375,              10.5625, -0.001111111111111111, -0.001111111111111111,                  0.0,                 -2.9,                 9.17,                -1.65
                   1530072015.87,               64.375,               -21.75,              10.1875, 0.001111111111111111, 0.001111111111111111, 0.002222222222222222,                -2.86,    9.210000000000001,                -1.63
                   1530072015.89,               64.375,               -21.75,              10.1875,                  0.0, 0.001111111111111111,                  0.0,                -2.89,                 9.18,                -1.72
                    1530072015.9,               64.375,               -21.75,              10.1875,                  0.0, -0.001111111111111111, 0.003333333333333334,                -2.89,                 9.18,                -1.66
                   1530072015.92,               64.375,               -21.75,              10.5625, 0.002222222222222222, 0.001111111111111111, 0.001111111111111111,                -2.89,    9.199999999999999,                -1.71
                   1530072015.93,               64.375,               -21.75,              10.5625, 0.002222222222222222, 0.002222222222222222, -0.004444444444444444,                -2.89,    9.199999999999999,                -1.77
                   1530072015.95,               64.375,               -21.75,              10.5625, -0.001111111111111111, -0.001111111111111111, 0.002222222222222222,                 -2.9,    9.199999999999999,                -1.68
                   1530072015.97,               64.375,             -20.5625,                11.25, -0.003333333333333334, -0.001111111111111111, -0.001111111111111111,                -2.87,                 9.19,                -1.65
                   1530072015.98,               64.375,             -20.5625,                11.25, 0.001111111111111111, -0.002222222222222222,                  0.0,                -2.88,    9.199999999999999,                -1.76
                    1530072016.0,               64.375,             -20.5625,                11.25, 0.001111111111111111,                  0.0, -0.001111111111111111,                -2.89,    9.199999999999999,                -1.65
                   1530072016.01,               64.375,             -20.5625,                11.25,                  0.0, -0.001111111111111111, -0.001111111111111111,                -2.88,    9.220000000000001,                -1.63
                   1530072016.03,                64.75,               -20.25,               10.875, 0.002222222222222222, -0.002222222222222222, 0.001111111111111111,                -2.89,                 9.18,                -1.72
                   1530072016.04,                64.75,               -20.25,               10.875, -0.001111111111111111, 0.001111111111111111, -0.002222222222222222,                -2.88,                 9.19,                 -1.7
                   1530072016.06,                64.75,               -20.25,               10.875, 0.001111111111111111, -0.001111111111111111, 0.003333333333333334,                -2.86,                 9.19,                -1.65
                   1530072016.07,                64.75,             -22.0625,              10.1875, 0.001111111111111111, 0.004444444444444444, -0.004444444444444444,                -2.89,    9.199999999999999,                -1.65
                   1530072016.09,                64.75,             -22.0625,              10.1875, -0.002222222222222222, 0.001111111111111111, -0.002222222222222222,                -2.87,                 9.19,                -1.71
                   1530072016.11,                64.75,             -22.0625,              10.1875,                  0.0, 0.003333333333333334, -0.001111111111111111,                -2.87,                 9.18,                -1.67
                   1530072016.12,               64.375,             -20.5625,              10.1875,                  0.0, 0.003333333333333334, -0.003333333333333334,                -2.91,    9.199999999999999,                -1.65
                   1530072016.13,               64.375,             -20.5625,              10.1875, 0.001111111111111111, -0.002222222222222222, -0.001111111111111111,                -2.88,    9.199999999999999,                -1.77
                   1530072016.14,               64.375,             -20.5625,              10.1875, -0.002222222222222222,                  0.0,                  0.0,                -2.89,                 9.18,                -1.71
                   1530072016.16,               64.375,             -20.5625,              10.1875,                  0.0,                  0.0, -0.001111111111111111,                -2.87,                 9.19,                -1.65
                   1530072016.17,                 64.0,             -22.0625,               10.875, 0.001111111111111111, 0.001111111111111111, 0.001111111111111111,                -2.88,    9.199999999999999,                -1.64
                   1530072016.19,                 64.0,             -22.0625,               10.875, 0.001111111111111111, 0.003333333333333334, -0.004444444444444444,                -2.89,                 9.19,                -1.73
                   1530072016.21,                 64.0,             -22.0625,               10.875,                  0.0, -0.002222222222222222, 0.002222222222222222,                -2.88,                 9.19,                -1.66
                   1530072016.22,              63.5625,              -21.375,              10.1875, 0.001111111111111111, -0.002222222222222222,                  0.0,                -2.89,                 9.17,                -1.64
                   1530072016.23,              63.5625,              -21.375,              10.1875, 0.001111111111111111, 0.001111111111111111, 0.001111111111111111,                -2.89,    9.199999999999999,                -1.73
                   1530072016.25,              63.5625,              -21.375,              10.1875, 0.001111111111111111, -0.003333333333333334, -0.002222222222222222,                -2.88,                 9.17,                -1.68
                   1530072016.27,                 64.0,                -21.0,                9.375,                  0.0, 0.001111111111111111, -0.003333333333333334,                -2.87,    9.199999999999999,                -1.63
                   1530072016.28,                 64.0,                -21.0,                9.375, -0.001111111111111111, -0.002222222222222222, 0.001111111111111111,                -2.89,    9.199999999999999,                -1.76
                    1530072016.3,                 64.0,                -21.0,                9.375, 0.001111111111111111, 0.002222222222222222, -0.002222222222222222,                -2.89,    9.199999999999999,                -1.68
                   1530072016.31,                 64.0,                -21.0,                9.375,                  0.0,                  0.0, 0.003333333333333334,                -2.89,    9.199999999999999,                -1.65
                   1530072016.33,                63.25,               -21.75,              10.1875,                  0.0,                  0.0,                  0.0,                -2.89,    9.199999999999999,                -1.68
                   1530072016.34,                63.25,               -21.75,              10.1875, 0.001111111111111111,                  0.0, -0.004444444444444444,                 -2.9,    9.210000000000001,                -1.72
                   1530072016.36,                63.25,               -21.75,              10.1875,                  0.0, -0.001111111111111111,                  0.0,                -2.88,    9.199999999999999,                -1.68
                   1530072016.37,              63.5625,               -21.75,              10.5625, 0.001111111111111111, 0.001111111111111111, -0.001111111111111111,                 -2.9,                 9.16,                -1.65
                   1530072016.38,              63.5625,               -21.75,              10.5625,                  0.0, 0.001111111111111111, 0.001111111111111111,                -2.88,    9.199999999999999,                -1.75
                    1530072016.4,              63.5625,               -21.75,              10.5625, 0.001111111111111111, -0.002222222222222222, -0.001111111111111111,                -2.91,                 9.18,                -1.66
                   1530072016.41,              63.5625,               -21.75,              10.5625,                  0.0, 0.002222222222222222, -0.001111111111111111,                 -2.9,                 9.18,                -1.64
                   1530072016.43,                 64.0,             -22.0625,                11.25,                  0.0, -0.001111111111111111, 0.002222222222222222,                -2.89,                 9.18,                -1.74
                   1530072016.44,                 64.0,             -22.0625,                11.25,                  0.0,                  0.0, -0.004444444444444444,                -2.89,                 9.16,                -1.69
                   1530072016.46,                 64.0,             -22.0625,                11.25, 0.002222222222222222, -0.002222222222222222, 0.002222222222222222,                -2.88,    9.210000000000001,                -1.65
                   1530072016.48,                 64.0,              -21.375,              10.5625,                  0.0, 0.002222222222222222, -0.003333333333333334,                -2.89,    9.199999999999999,                -1.77
                   1530072016.49,                 64.0,              -21.375,              10.5625, -0.002222222222222222,                  0.0, 0.004444444444444444,                -2.88,                 9.19,                 -1.7
